,km,municipio,data,sentido_crescente,uf,velocidade_Comercial,velocidade_Moto,velocidade_Passeio,velocidade_Ônibus,volume_Comercial,volume_Moto,volume_Passeio,volume_Ônibus,acidentes,chuva,dia_da_semana,mes,tipo_faixa,tipo_perfil_de_terreno,iluminacao
135,653.74,santo_antonio_do_amparo,2023-06-21,1,MG,63.324863252113374,62.583333333333336,63.50211416490486,64.2394366197183,10055,96,4257,710,0,0,Dia_de_semana,6,Acostamento,Perfil_Ondulado,0
136,643.224,santo_antonio_do_amparo,2023-09-26,1,MG,62.456670362158164,67.05172413793103,63.20998415213946,62.892351274787536,5412,58,2524,353,0,0,Dia_de_semana,9,Acostamento,Perfil_Plano,0
137,75.65,sao_paulo,2023-02-22,1,SP,57.51590082199164,65.29338842975207,63.64947587025316,59.036977491961416,7421,242,20224,311,0,1,Dia_de_semana,2,Terceira_faixa,Perfil_Plano,0
138,59.795,mairipora,2023-08-05,1,SP,62.84186186789987,63.09493670886076,61.590874868242736,58.54897314375987,9947,158,19923,633,0,0,Dia_de_semana,8,Acostamento,Perfil_Montanhoso,0
139,923.38,camanducaia,2023-03-01,1,MG,62.27451470882529,59.65337423312884,64.0335076822491,62.40695296523517,9994,163,6118,978,0,0,Dia_de_semana,3,Acostamento,Perfil_Plano,0
140,923.38,camanducaia,2023-12-02,1,MG,62.13189404934688,61.47278911564626,64.00366972477065,62.435763888888886,5512,147,5995,576,0,1,Dia_de_semana,12,Acostamento,Perfil_Plano,0
141,653.74,santo_antonio_do_amparo,2023-05-30,1,MG,62.41114245416079,61.958333333333336,63.35141456894631,63.04977029096478,9926,96,4489,653,0,1,Dia_de_semana,5,Acostamento,Perfil_Ondulado,0
142,920.8,camanducaia,2023-02-04,1,MG,60.34942660550459,62.8728813559322,62.50609446419502,60.5,4360,118,5907,538,0,1,Dia_de_semana,2,Acostamento,Perfil_Ondulado,0
143,525.35,brumadinho,2023-02-15,1,MG,55.06411871762565,61.909604519774014,61.787150837988825,59.004347826086956,7143,177,4475,575,0,1,Dia_de_semana,2,Acostamento,Perfil_Ondulado,0
144,73.06,sao_paulo,2023-09-13,0,SP,62.9126426690079,70.65060240963855,65.51656758600527,64.05371900826447,5695,498,10261,242,0,0,Dia_de_semana,9,Terceira_faixa,Perfil_Ondulado,0
145,528.35,brumadinho,2023-03-24,0,MG,51.311373445036814,65.27878787878788,65.0535176567205,51.393058161350844,3939,165,3653,533,0,0,Dia_de_semana,3,Terceira_faixa,Perfil_Montanhoso,0
146,78.2,sao_paulo,2023-08-21,1,SP,62.7967032967033,69.34,65.88243339074056,62.40664556962025,9737,700,19742,1264,0,0,Dia_de_semana,8,Terceira_faixa,Perfil_Montanhoso,0
147,923.38,camanducaia,2023-03-13,1,MG,61.713032135657535,59.98726114649681,63.54302648909703,61.983050847457626,8433,157,6833,826,0,1,Dia_de_semana,3,Acostamento,Perfil_Plano,0
148,70.2,mairipora,2023-11-16,0,SP,53.48928441699964,65.29381443298969,61.56570512820513,48.55343511450382,2753,97,624,131,0,1,Dia_de_semana,11,Terceira_faixa,Perfil_Montanhoso,0
149,59.795,mairipora,2023-12-09,1,SP,63.10921079744488,64.50709219858156,63.2422234123265,60.58701472556894,9706,141,22407,747,0,0,Dia_de_semana,12,Acostamento,Perfil_Montanhoso,0
150,643.224,santo_antonio_do_amparo,2023-09-03,1,MG,62.674285714285716,67.375,63.93962264150943,63.50824175824176,3500,80,2650,364,0,0,Dia_de_semana,9,Acostamento,Perfil_Plano,0
151,923.38,camanducaia,2023-05-29,1,MG,61.82450528195209,59.076,63.67763535488808,62.05220742817099,13442,250,10454,1427,0,0,Dia_de_semana,5,Acostamento,Perfil_Plano,0
152,59.795,mairipora,2023-02-14,1,SP,61.88503628614215,65.16414141414141,64.25889304232486,58.15137614678899,8681,198,8293,545,0,1,Dia_de_semana,2,Acostamento,Perfil_Montanhoso,0
153,525.35,brumadinho,2023-03-17,1,MG,56.711655252616616,62.670731707317074,61.90256181493755,58.10719225449516,7739,246,7846,723,0,0,Dia_de_semana,3,Acostamento,Perfil_Ondulado,0
154,73.06,sao_paulo,2023-09-06,0,SP,63.65891472868217,71.82882882882883,64.99444964557978,63.27142857142857,3354,222,7477,175,0,0,Dia_de_semana,9,Terceira_faixa,Perfil_Ondulado,0
155,73.06,sao_paulo,2023-01-28,0,SP,62.44191658048948,68.16109422492401,64.34371221281741,60.82085561497326,2901,329,14886,187,0,1,Dia_de_semana,1,Terceira_faixa,Perfil_Ondulado,0
156,59.795,mairipora,2023-09-25,1,SP,62.27759859258173,62.31818181818182,64.1379523774849,59.93734015345269,13642,77,13733,782,0,0,Dia_de_semana,9,Acostamento,Perfil_Montanhoso,0
157,75.65,sao_paulo,2023-12-11,1,SP,54.96632425622638,66.60227272727273,62.27776025236593,54.404310344827586,10319,440,22190,580,0,1,Dia_de_semana,12,Terceira_faixa,Perfil_Plano,0
158,528.35,brumadinho,2023-05-11,0,MG,50.72566995768688,61.39,64.88675147378218,48.969255663430424,4254,150,3223,618,0,0,Dia_de_semana,5,Terceira_faixa,Perfil_Montanhoso,0
159,653.74,santo_antonio_do_amparo,2023-01-17,1,MG,63.103668261563,64.3970588235294,62.9022274022274,64.17521367521367,5016,68,3861,351,0,0,Dia_de_semana,1,Acostamento,Perfil_Ondulado,0
160,653.74,santo_antonio_do_amparo,2023-03-04,1,MG,63.07461809635723,63.29220779220779,62.90420854271357,64.23873873873873,4255,77,3184,333,0,0,Dia_de_semana,3,Acostamento,Perfil_Ondulado,0
161,643.224,santo_antonio_do_amparo,2023-12-06,1,MG,62.793804637020145,65.5,63.53173403853419,63.1044226044226,5262,68,2647,407,0,1,Dia_de_semana,12,Acostamento,Perfil_Plano,0
162,923.38,camanducaia,2023-01-11,1,MG,61.986789520426285,60.969565217391306,63.240751512331315,62.18124392614189,9008,115,8596,1029,0,1,Dia_de_semana,1,Acostamento,Perfil_Plano,0
163,923.38,camanducaia,2023-01-19,1,MG,61.22269973228124,59.20522388059702,62.510919165580184,61.48419540229885,7097,134,6136,696,0,0,Dia_de_semana,1,Acostamento,Perfil_Plano,0
164,643.224,santo_antonio_do_amparo,2023-12-22,1,MG,62.692348565356006,65.5,63.59511910711311,63.37685774946922,4705,85,6003,471,0,1,Dia_de_semana,12,Acostamento,Perfil_Plano,0
165,643.224,santo_antonio_do_amparo,2023-04-09,1,MG,63.58629840770592,59.51639344262295,63.56904269972452,63.52132701421801,5087,61,5808,422,0,1,Dia_de_semana,4,Acostamento,Perfil_Plano,0
166,653.74,santo_antonio_do_amparo,2023-05-27,1,MG,63.43450503229683,61.572916666666664,63.16110338433009,64.2221269296741,6657,144,4314,583,0,0,Dia_de_semana,5,Acostamento,Perfil_Ondulado,0
167,528.35,brumadinho,2023-08-06,0,MG,55.040631653655076,65.44057971014493,65.1761896920797,54.50480769230769,2818,345,6073,312,0,0,Dia_de_semana,8,Terceira_faixa,Perfil_Montanhoso,0
168,528.35,brumadinho,2023-04-16,0,MG,52.81399222654081,65.11807580174927,64.92757183266339,54.19015957446808,3602,343,6717,376,0,0,Dia_de_semana,4,Terceira_faixa,Perfil_Montanhoso,0
169,493.29,betim,2023-07-12,1,MG,62.02521377767122,65.67450032945311,63.57688682209514,61.20450097847358,12513,4553,31826,2044,0,0,Dia_de_semana,7,Terceira_faixa,Perfil_Plano,1
170,528.35,brumadinho,2023-04-14,0,MG,50.331284495735076,62.45108695652174,63.901044386422974,48.11663479923518,3986,184,3830,523,0,1,Dia_de_semana,4,Terceira_faixa,Perfil_Montanhoso,0
171,78.2,sao_paulo,2023-01-13,1,SP,61.840328584263894,69.42491467576792,65.20708154506438,61.83802816901409,7791,586,18640,1136,0,1,Dia_de_semana,1,Terceira_faixa,Perfil_Montanhoso,0
172,653.74,santo_antonio_do_amparo,2023-09-10,1,MG,63.52919708029197,67.04761904761905,65.50300661455202,64.1426592797784,3836,126,6652,361,0,0,Dia_de_semana,9,Acostamento,Perfil_Ondulado,0
173,59.795,mairipora,2023-04-14,1,SP,58.69312326008411,52.974169741697416,60.874703404193504,56.15187969924812,16883,271,20651,1330,0,1,Dia_de_semana,4,Acostamento,Perfil_Montanhoso,0
174,528.35,brumadinho,2023-06-18,0,MG,53.91477844914401,63.96370023419204,64.79639546858908,54.380710659898476,3972,427,9710,394,0,0,Dia_de_semana,6,Terceira_faixa,Perfil_Montanhoso,0
175,493.29,betim,2023-12-08,1,MG,61.870091447014524,65.50395480225988,63.20986014657407,60.39869281045752,9295,3540,31247,1530,0,0,Dia_de_semana,12,Terceira_faixa,Perfil_Plano,1
176,75.65,sao_paulo,2023-12-26,1,SP,56.872086757375726,67.67696629213484,63.278899545684,59.17965367965368,7423,356,29715,462,0,1,Dia_de_semana,12,Terceira_faixa,Perfil_Plano,0
177,75.65,sao_paulo,2023-02-24,1,SP,57.856933389191454,69.73931623931624,64.45099826997709,58.70859872611465,11935,585,21387,628,0,1,Dia_de_semana,2,Terceira_faixa,Perfil_Plano,0
178,78.2,sao_paulo,2023-12-16,1,SP,61.760060975609754,68.10573122529644,65.22982601983256,61.82446808510638,4920,506,16841,940,0,1,Dia_de_semana,12,Terceira_faixa,Perfil_Montanhoso,0
179,653.74,santo_antonio_do_amparo,2023-11-11,1,MG,63.61234817813765,67.375,64.60714285714286,64.875,988,24,616,144,0,0,Dia_de_semana,11,Acostamento,Perfil_Ondulado,0
180,493.29,betim,2023-07-01,1,MG,62.41147084861515,65.84267425320057,63.46514347024677,61.89303482587065,7907,3515,36349,1407,0,0,Dia_de_semana,7,Terceira_faixa,Perfil_Plano,1
181,483.7,betim,2023-03-05,1,MG,63.284917555771095,65.18343578130055,63.780160782550034,62.59650582362729,4124,3091,35576,1202,0,0,Dia_de_semana,3,Terceira_faixa,Perfil_Montanhoso,0
182,73.06,sao_paulo,2023-07-10,0,SP,62.95008094981112,71.23014440433214,65.18358138989804,62.30045871559633,7412,554,17066,436,0,1,Dia_de_semana,7,Terceira_faixa,Perfil_Ondulado,0
183,70.2,mairipora,2023-07-22,0,SP,57.68371467025572,64.43162393162393,63.97102324177482,61.914021164021165,2972,234,3313,378,0,0,Dia_de_semana,7,Terceira_faixa,Perfil_Montanhoso,0
184,653.74,santo_antonio_do_amparo,2023-11-03,1,MG,63.275169535732914,62.375,64.73970037453184,63.598591549295776,1917,40,1335,213,0,1,Dia_de_semana,11,Acostamento,Perfil_Ondulado,0
185,493.29,betim,2023-12-28,1,MG,63.22386661671038,67.26701482479784,64.57715295900329,62.27833214540271,8007,2968,23758,1403,0,0,Dia_de_semana,12,Terceira_faixa,Perfil_Plano,1
186,923.38,camanducaia,2023-10-10,1,MG,61.88183043371723,63.25909090909091,64.17430351906158,62.32509505703422,8162,110,5456,789,0,0,Dia_de_semana,10,Acostamento,Perfil_Plano,0
187,920.8,camanducaia,2023-08-07,1,MG,65.73415191319246,64.73484848484848,64.32813759742005,65.88194444444444,1751,66,3721,144,0,0,Dia_de_semana,8,Acostamento,Perfil_Ondulado,0
188,653.74,santo_antonio_do_amparo,2023-06-30,1,MG,63.30151118860796,63.31481481481482,63.33651918192755,64.24197689345314,10323,135,7481,779,0,0,Dia_de_semana,6,Acostamento,Perfil_Ondulado,0
189,73.06,sao_paulo,2023-04-25,0,SP,63.10299230850279,71.6388550548112,65.61559538760133,63.028344671201815,9491,821,17518,441,0,0,Dia_de_semana,4,Terceira_faixa,Perfil_Ondulado,0
190,76.4,sao_paulo,2023-08-01,0,SP,50.180843585237255,51.71875,61.5580155801558,53.02295918367347,5690,640,4878,196,0,0,Dia_de_semana,8,Terceira_faixa,Perfil_Montanhoso,0
191,923.38,camanducaia,2023-05-25,1,MG,61.55120501600157,58.48745519713262,63.611495336896155,61.922818791946305,15311,279,9543,1490,0,0,Dia_de_semana,5,Acostamento,Perfil_Plano,0
192,923.38,camanducaia,2023-06-11,1,MG,61.72689493179149,58.651041666666664,61.91307450756494,60.05191256830601,11069,384,31527,915,0,0,Dia_de_semana,6,Acostamento,Perfil_Plano,0
193,76.4,sao_paulo,2023-01-16,0,SP,50.1904126645322,49.79212598425197,60.68995193053186,51.75,5622,635,6449,216,0,1,Dia_de_semana,1,Terceira_faixa,Perfil_Montanhoso,0
194,59.795,mairipora,2023-09-07,1,SP,63.56290342994558,63.55555555555556,63.91856060606061,60.87937743190661,7901,144,14256,514,0,0,Dia_de_semana,9,Acostamento,Perfil_Montanhoso,0
195,73.06,sao_paulo,2023-02-10,0,SP,62.21158846106228,69.13663663663664,63.97621499681232,62.98554913294798,8077,666,20391,346,0,1,Dia_de_semana,2,Terceira_faixa,Perfil_Ondulado,0
196,75.65,sao_paulo,2023-02-19,1,SP,49.34615384615385,65.5,57.95161290322581,65.5,39,4,155,1,0,1,Dia_de_semana,2,Terceira_faixa,Perfil_Plano,0
197,78.2,sao_paulo,2023-01-07,1,SP,64.08326563769293,67.04451345755693,65.12857767096351,61.80733944954128,6155,483,27462,872,0,1,Dia_de_semana,1,Terceira_faixa,Perfil_Montanhoso,0
198,528.35,brumadinho,2023-01-20,0,MG,52.527075169219806,63.31609195402299,65.4763018397256,50.54607508532423,2807,87,3207,293,0,1,Dia_de_semana,1,Terceira_faixa,Perfil_Montanhoso,0
199,59.795,mairipora,2023-09-29,1,SP,61.84693725840024,63.77272727272727,63.868933398697386,59.54761904761905,13452,110,14279,777,0,0,Dia_de_semana,9,Acostamento,Perfil_Montanhoso,0
200,70.2,mairipora,2023-06-21,0,SP,55.36397608370702,52.177595628415304,62.74681933842239,54.74913494809689,3345,183,786,289,0,0,Dia_de_semana,6,Terceira_faixa,Perfil_Montanhoso,0
201,59.795,mairipora,2023-01-14,1,SP,63.40059152152481,66.6864406779661,63.17564236275718,60.88934426229508,6086,295,21094,732,0,1,Dia_de_semana,1,Acostamento,Perfil_Montanhoso,0
202,70.2,mairipora,2023-02-21,0,SP,58.244090441932165,65.30392156862744,63.834883720930236,60.97945205479452,1946,102,1075,219,0,1,Dia_de_semana,2,Terceira_faixa,Perfil_Montanhoso,0
203,528.35,brumadinho,2023-09-05,0,MG,52.24054170249355,62.683098591549296,65.45404939689834,50.995268138801265,2326,71,1741,317,0,0,Dia_de_semana,9,Terceira_faixa,Perfil_Montanhoso,0
204,70.2,mairipora,2023-12-01,0,SP,53.38862629246677,66.04140127388536,61.64317773788151,51.278443113772454,3385,157,1114,167,0,1,Dia_de_semana,12,Terceira_faixa,Perfil_Montanhoso,0
205,75.65,sao_paulo,2023-12-09,1,SP,57.374798061389335,67.28205128205128,63.264073259033154,56.65384615384615,6190,390,28174,468,0,1,Dia_de_semana,12,Terceira_faixa,Perfil_Plano,0
206,70.2,mairipora,2023-05-17,0,SP,56.27584803256445,62.6015037593985,63.40763968072976,56.91456582633053,3685,133,877,357,0,0,Final_de_Semana,5,Terceira_faixa,Perfil_Montanhoso,0
207,643.224,santo_antonio_do_amparo,2023-12-01,1,MG,63.09438009438009,68.87078651685393,63.95386865195427,63.3125,4662,89,3761,368,0,0,Final_de_Semana,12,Acostamento,Perfil_Plano,0
208,78.2,sao_paulo,2023-02-11,1,SP,64.86057108140947,68.78358208955224,65.70751054287436,62.43313953488372,3292,268,14939,344,0,1,Dia_de_semana,2,Terceira_faixa,Perfil_Montanhoso,0
209,923.38,camanducaia,2023-11-11,1,MG,62.93864013266998,56.82017543859649,64.27847859327217,62.6978021978022,4824,114,5232,546,0,1,Dia_de_semana,11,Acostamento,Perfil_Plano,0
210,70.2,mairipora,2023-05-19,0,SP,57.06429535376904,63.758426966292134,63.65568862275449,58.38590604026846,5187,178,1670,447,0,0,Dia_de_semana,5,Terceira_faixa,Perfil_Montanhoso,0
211,923.38,camanducaia,2023-07-31,1,MG,62.31639812889813,60.855172413793106,63.8387074829932,62.966257668711656,7696,145,7350,815,0,0,Dia_de_semana,7,Acostamento,Perfil_Plano,0
212,76.4,sao_paulo,2023-05-25,0,SP,51.96316460663135,52.62693631669535,61.73120989917507,54.207317073170735,10194,1162,8728,287,0,0,Dia_de_semana,5,Terceira_faixa,Perfil_Montanhoso,0
213,920.8,camanducaia,2023-07-26,1,MG,64.70883164673413,64.67910447761194,63.74374079528719,64.8298969072165,2174,67,4074,194,0,0,Dia_de_semana,7,Acostamento,Perfil_Ondulado,0
214,923.38,camanducaia,2023-05-22,1,MG,61.77444715378794,59.35018050541516,63.54304174950298,61.44669117647059,11893,277,10060,1088,0,0,Dia_de_semana,5,Acostamento,Perfil_Plano,0
215,920.8,camanducaia,2023-12-29,1,MG,61.52377147423092,68.3875968992248,63.86031112045407,62.38981868898187,5006,258,9514,717,0,1,Dia_de_semana,12,Acostamento,Perfil_Ondulado,0
216,73.06,sao_paulo,2023-10-26,0,SP,62.76072888283379,71.01457399103138,65.44427558257345,63.13345195729537,5872,446,10857,281,0,1,Dia_de_semana,10,Terceira_faixa,Perfil_Ondulado,0
217,923.38,camanducaia,2023-08-08,1,MG,61.84077959077959,57.602649006622514,63.91600233326852,61.99874055415617,7722,151,5143,794,0,0,Dia_de_semana,8,Acostamento,Perfil_Plano,0
218,525.35,brumadinho,2023-12-29,1,MG,58.937028341438875,62.18090452261306,63.455390517410976,58.58774834437086,5963,199,10166,604,0,0,Dia_de_semana,12,Acostamento,Perfil_Ondulado,0
219,75.65,sao_paulo,2023-05-22,1,SP,57.04332959069103,67.90485074626865,63.832714954024844,58.426829268292686,9797,536,18597,492,0,0,Dia_de_semana,5,Terceira_faixa,Perfil_Plano,0
220,59.795,mairipora,2023-07-11,1,SP,61.858200455580864,64.8103448275862,63.74966532797858,59.2888198757764,17560,174,19422,1288,0,0,Dia_de_semana,7,Acostamento,Perfil_Montanhoso,0
221,643.224,santo_antonio_do_amparo,2023-11-28,1,MG,62.47907019818485,68.95454545454545,63.72950819672131,63.689655172413794,5399,55,2440,348,0,1,Dia_de_semana,11,Acostamento,Perfil_Plano,0
222,528.35,brumadinho,2023-01-06,0,MG,51.871434392828036,58.94505494505494,63.66396882494005,48.849112426035504,2454,91,3336,338,0,1,Dia_de_semana,1,Terceira_faixa,Perfil_Montanhoso,0
223,59.795,mairipora,2023-11-25,1,SP,61.354330247275286,61.75954198473283,62.48568422978412,58.82249674902471,8533,131,21864,769,0,1,Dia_de_semana,11,Acostamento,Perfil_Montanhoso,0
224,643.224,santo_antonio_do_amparo,2023-11-26,1,MG,63.50101471334348,67.13636363636364,63.87852112676056,64.55236907730674,3942,55,2840,401,0,0,Dia_de_semana,11,Acostamento,Perfil_Plano,0
225,70.2,mairipora,2023-09-11,0,SP,54.03125,62.69298245614035,62.39695550351288,52.274193548387096,1440,57,427,93,0,0,Final_de_Semana,9,Terceira_faixa,Perfil_Montanhoso,0
226,73.06,sao_paulo,2023-05-12,0,SP,63.02940470475276,70.74611032531824,65.12493586454592,62.71932114882507,8332,707,19490,383,0,0,Final_de_Semana,5,Terceira_faixa,Perfil_Ondulado,0
227,525.35,brumadinho,2023-09-22,1,MG,56.75728862973761,63.663841807909606,61.829150028522534,58.53030303030303,5488,177,5259,561,0,0,Final_de_Semana,9,Acostamento,Perfil_Ondulado,0
228,920.8,camanducaia,2023-08-23,1,MG,65.70716112531969,65.27941176470588,65.04030646235843,66.43085106382979,1955,68,3002,188,0,0,Final_de_Semana,8,Acostamento,Perfil_Ondulado,0
229,923.38,camanducaia,2023-01-15,1,MG,63.122833534864974,60.38235294117647,63.03417000632778,62.50530035335689,4962,102,9482,566,0,1,Final_de_Semana,1,Acostamento,Perfil_Plano,0
230,76.4,sao_paulo,2023-01-05,0,SP,50.041666666666664,38.89740566037736,58.31767816670864,50.96031746031746,2748,424,3971,126,0,1,Final_de_Semana,1,Terceira_faixa,Perfil_Montanhoso,0
231,76.4,sao_paulo,2023-06-07,0,SP,52.056705670567055,53.245950554134694,61.30896310888252,51.820754716981135,9999,1173,11168,318,0,0,Final_de_Semana,6,Terceira_faixa,Perfil_Montanhoso,0
232,525.35,brumadinho,2023-08-26,1,MG,53.927083333333336,65.5,59.71875,63.0,48,3,32,12,0,0,Final_de_Semana,8,Acostamento,Perfil_Ondulado,0
233,525.35,brumadinho,2023-08-29,1,MG,52.32120141342756,59.293103448275865,58.84434604904632,54.30733944954128,2830,58,1468,218,0,0,Final_de_Semana,8,Acostamento,Perfil_Ondulado,0
234,643.224,santo_antonio_do_amparo,2023-02-26,1,MG,63.60940307446596,64.37323943661971,63.28970480605025,63.870221327967805,5009,71,4099,497,0,0,Final_de_Semana,2,Acostamento,Perfil_Plano,0
235,483.7,betim,2023-05-10,1,MG,56.13459683999703,62.05641573233672,58.46376811594203,56.70918245025174,13481,5619,40779,4171,0,0,Final_de_Semana,5,Terceira_faixa,Perfil_Montanhoso,0
236,528.35,brumadinho,2023-02-02,0,MG,50.265,62.06106870229008,65.22743755036261,50.94812680115274,3100,131,2482,347,0,1,Dia_de_semana,2,Terceira_faixa,Perfil_Montanhoso,0
237,76.4,sao_paulo,2023-09-22,0,SP,48.12893302865179,47.7251213592233,56.692403590425535,50.48872180451128,5689,824,6016,133,0,1,Dia_de_semana,9,Terceira_faixa,Perfil_Montanhoso,0
238,493.29,betim,2023-06-26,1,MG,62.086339556004035,65.33905058905059,63.766038478457155,61.731067277210286,15856,5772,43193,2839,0,0,Dia_de_semana,6,Terceira_faixa,Perfil_Plano,1
239,653.74,santo_antonio_do_amparo,2023-06-02,1,MG,63.3277027027027,62.07142857142857,63.95619386544654,64.33845126835782,8880,140,5901,749,0,0,Dia_de_semana,6,Acostamento,Perfil_Ondulado,0
240,76.4,sao_paulo,2023-07-12,0,SP,50.475295857988165,48.895348837209305,61.02485310465301,50.25132275132275,6760,774,6297,189,0,0,Dia_de_semana,7,Terceira_faixa,Perfil_Montanhoso,0
241,528.35,brumadinho,2023-03-19,0,MG,53.5345775462963,64.07908163265306,64.79531568228106,53.27777777777778,3456,392,7856,342,0,1,Dia_de_semana,3,Terceira_faixa,Perfil_Montanhoso,0
242,70.2,mairipora,2023-12-09,0,SP,54.512872286723876,66.64197530864197,61.98406676783004,54.029411764705884,1981,162,1977,136,0,0,Dia_de_semana,12,Terceira_faixa,Perfil_Montanhoso,0
243,78.2,sao_paulo,2023-01-01,1,SP,65.0147839272176,66.48584905660377,64.37287326235365,61.33032490974729,2638,424,28271,277,0,1,Dia_de_semana,1,Terceira_faixa,Perfil_Montanhoso,0
244,923.38,camanducaia,2023-06-07,1,MG,61.81999152901313,57.229885057471265,63.612794157424936,61.25892857142857,14166,261,11091,1456,0,1,Dia_de_semana,6,Acostamento,Perfil_Plano,0
245,59.795,mairipora,2023-03-15,1,SP,61.02352741085095,64.27049180327869,63.75330061923122,58.591442953020135,17639,183,17118,1192,0,1,Dia_de_semana,3,Acostamento,Perfil_Montanhoso,0
246,76.4,sao_paulo,2023-02-24,0,SP,50.60521823945379,52.04505971769815,59.78899030876718,52.821917808219176,8202,921,8874,219,0,1,Dia_de_semana,2,Terceira_faixa,Perfil_Montanhoso,0
247,923.38,camanducaia,2023-05-12,1,MG,61.6853626789729,60.559006211180126,63.7881380096949,61.97569444444444,8451,161,7014,864,0,0,Dia_de_semana,5,Acostamento,Perfil_Plano,0
248,70.2,mairipora,2023-12-28,0,SP,51.333333333333336,57.72222222222222,49.38059701492537,37.078947368421055,36,9,67,19,0,0,Dia_de_semana,12,Terceira_faixa,Perfil_Montanhoso,0
249,76.4,sao_paulo,2023-04-20,0,SP,48.09755004481625,48.83488805970149,55.86676881680245,48.46153846153846,10041,1072,13379,221,0,0,Dia_de_semana,4,Terceira_faixa,Perfil_Montanhoso,0
